occurrenceID,eventID,measurementType,measurementValue,measurementUnit,measurementUnitID,measurementTypeID
AMBON_Zooplankton_2017_ML4.11_33_Pseudocalanus_minutus_?_?_BONGO_505UM_MICROSCOPY_0.0058,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.278,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Neocalanus_flemingeri_?_?_BONGO_505UM_MICROSCOPY_0.0059,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.009,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Euphausiacea_juvenile_?_BONGO_505UM_MICROSCOPY_0.0066,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.009,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Decapoda_megalopa_?_BONGO_505UM_MICROSCOPY_0.0092,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.009,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Cirripedia_cyprid_?_BONGO_505UM_MICROSCOPY_0.0108,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.555,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Thysanoessa_raschii_?_?_BONGO_505UM_MICROSCOPY_0.0133,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.009,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Themisto_pacifica_?_?_BONGO_505UM_MICROSCOPY_0.0169,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.035,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Calanus_glacialis_marshallae_?_?_BONGO_505UM_MICROSCOPY_0.0195,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.052,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Euphausiacea_furcilia_?_BONGO_505UM_MICROSCOPY_0.0205,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.503,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Paguridae_zoea_?_BONGO_505UM_MICROSCOPY_0.0326,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.121,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Apherusa_?_?_BONGO_505UM_MICROSCOPY_0.0766,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.035,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Brachyura_zoea_?_BONGO_505UM_MICROSCOPY_0.1002,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.416,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Hippolytidae_?_?_BONGO_505UM_MICROSCOPY_0.1188,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.139,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Catablema_?_?_BONGO_505UM_MICROSCOPY_0.1439,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.017,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Hyperoche_medusarum_?_?_BONGO_505UM_MICROSCOPY_0.1625,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.078,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Limacina_helicina_?_?_BONGO_505UM_MICROSCOPY_0.3094,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.191,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Clione_limacina_?_?_BONGO_505UM_MICROSCOPY_0.3287,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.243,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Parasagitta_elegans_?_?_BONGO_505UM_MICROSCOPY_3.7805,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],4.787,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Calanus_glacialis_marshallae_?_?_BONGO_505UM_MICROSCOPY_7.4957,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],26.643,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.11_33_Pisces_larvae_?_BONGO_505UM_MICROSCOPY_nan,AMBON_Zooplankton_2017_ML4.11_2017-08-13T16:06:00Z,Abundance_[#/m3],0.035,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Rathkea_octopunctata_?_?_BONGO_505UM_MICROSCOPY_1e-05,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.022,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Cirripedia_nauplii_?_BONGO_505UM_MICROSCOPY_0.0001,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.09,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Centropages_abdominalis_?_?_BONGO_505UM_MICROSCOPY_0.0006,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.022,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Mitrocomella_polydiademata_?_?_BONGO_505UM_MICROSCOPY_0.0013,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.022,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Pseudocalanus_minutus_?_?_BONGO_505UM_MICROSCOPY_0.0019,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.09,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Aeginopsis_laurentii_?_?_BONGO_505UM_MICROSCOPY_0.002,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.045,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Catablema_?_?_BONGO_505UM_MICROSCOPY_0.0037,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.011,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Oikopleura_vanhoffeni_?_?_BONGO_505UM_MICROSCOPY_0.0045,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.067,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Eucalanus_bungii_?_?_BONGO_505UM_MICROSCOPY_0.0101,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.022,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Themisto_pacifica_?_?_BONGO_505UM_MICROSCOPY_0.0109,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.022,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Cirripedia_cyprid_?_BONGO_505UM_MICROSCOPY_0.014,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.719,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Neocalanus_flemingeri_?_?_BONGO_505UM_MICROSCOPY_0.0154,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.022,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Euphausiacea_juvenile_?_BONGO_505UM_MICROSCOPY_0.017,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.022,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Decapoda_megalopa_?_BONGO_505UM_MICROSCOPY_0.0239,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.022,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Euphausiacea_furcilia_?_BONGO_505UM_MICROSCOPY_0.0265,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.652,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Thysanoessa_raschii_?_?_BONGO_505UM_MICROSCOPY_0.0346,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.022,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Paguridae_zoea_?_BONGO_505UM_MICROSCOPY_0.0422,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.157,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Calanus_glacialis_marshallae_?_?_BONGO_505UM_MICROSCOPY_0.0505,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.135,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Hippolytidae_?_?_BONGO_505UM_MICROSCOPY_0.1539,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.18,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Apherusa_?_?_BONGO_505UM_MICROSCOPY_0.1985,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.09,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Hyperoche_medusarum_?_?_BONGO_505UM_MICROSCOPY_0.2105,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.101,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Brachyura_zoea_?_BONGO_505UM_MICROSCOPY_0.2597,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],1.078,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Limacina_helicina_?_?_BONGO_505UM_MICROSCOPY_0.4007,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.247,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Clione_limacina_?_?_BONGO_505UM_MICROSCOPY_0.4258,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.315,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Parasagitta_elegans_?_?_BONGO_505UM_MICROSCOPY_1.2242,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],1.55,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Calanus_glacialis_marshallae_?_?_BONGO_505UM_MICROSCOPY_4.8543,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],17.255,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.12_34_Pisces_larvae_?_BONGO_505UM_MICROSCOPY_nan,AMBON_Zooplankton_2017_ML4.12_2017-08-13T19:36:00Z,Abundance_[#/m3],0.022,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Amphipoda_?_?_BONGO_505UM_MICROSCOPY_0.0002,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.025,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Pseudocalanus_acuspes_?_?_BONGO_505UM_MICROSCOPY_0.0004,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.025,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Tortanus_discaudatus_?_?_BONGO_505UM_MICROSCOPY_0.0007,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.025,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Pseudocalanus_minutus_?_?_BONGO_505UM_MICROSCOPY_0.0009,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.049,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Euphausiacea_calytopsis_?_BONGO_505UM_MICROSCOPY_0.0013,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.098,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Oikopleura_vanhoffeni_?_?_BONGO_505UM_MICROSCOPY_0.002,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.098,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Catablema_?_?_BONGO_505UM_MICROSCOPY_0.0073,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.049,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Mitrocomella_polydiademata_?_?_BONGO_505UM_MICROSCOPY_0.0167,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.123,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Cirripedia_cyprid_?_BONGO_505UM_MICROSCOPY_0.0177,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.59,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Themisto_pacifica_?_?_BONGO_505UM_MICROSCOPY_0.0177,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.012,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Euphausiacea_furcilia_?_BONGO_505UM_MICROSCOPY_0.0349,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.614,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Hippolytidae_?_?_BONGO_505UM_MICROSCOPY_0.0514,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.098,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Clione_limacina_?_?_BONGO_505UM_MICROSCOPY_0.0564,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.037,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Hyperoche_medusarum_?_?_BONGO_505UM_MICROSCOPY_0.0657,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.037,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Euphausiacea_juvenile_?_BONGO_505UM_MICROSCOPY_0.1078,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.221,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Parasagitta_elegans_?_?_BONGO_505UM_MICROSCOPY_0.2362,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],1.499,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Bolinopsis_infundibulum_?_?_BONGO_505UM_MICROSCOPY_0.3323,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.049,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Limacina_helicina_?_?_BONGO_505UM_MICROSCOPY_0.3859,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.061,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Brachyura_zoea_?_BONGO_505UM_MICROSCOPY_0.5089,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],1.99,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Decapoda_megalopa_?_BONGO_505UM_MICROSCOPY_0.6341,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.369,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Calanus_glacialis_marshallae_?_?_BONGO_505UM_MICROSCOPY_0.839,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],3.096,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Mertensia_ovum_?_?_BONGO_505UM_MICROSCOPY_1.133,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.098,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Paguridae_zoea_?_BONGO_505UM_MICROSCOPY_1.5159,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],1.966,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Beroe_?_?_BONGO_505UM_MICROSCOPY_8.901,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.012,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.13_35_Pisces_larvae_?_BONGO_505UM_MICROSCOPY_nan,AMBON_Zooplankton_2017_ML4.13_2017-08-13T22:43:00Z,Abundance_[#/m3],0.025,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.14_36_Pseudocalanus_?_?_BONGO_505UM_MICROSCOPY_0.0009,AMBON_Zooplankton_2017_ML4.14_2017-08-14T02:13:00Z,Abundance_[#/m3],0.328,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.14_36_Mitrocomella_polydiademata_?_?_BONGO_505UM_MICROSCOPY_0.0018,AMBON_Zooplankton_2017_ML4.14_2017-08-14T02:13:00Z,Abundance_[#/m3],0.021,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.14_36_Pseudocalanus_newmani_?_?_BONGO_505UM_MICROSCOPY_0.0018,AMBON_Zooplankton_2017_ML4.14_2017-08-14T02:13:00Z,Abundance_[#/m3],0.328,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.14_36_Themisto_pacifica_?_?_BONGO_505UM_MICROSCOPY_0.0039,AMBON_Zooplankton_2017_ML4.14_2017-08-14T02:13:00Z,Abundance_[#/m3],0.01,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.14_36_Amphipoda_?_?_BONGO_505UM_MICROSCOPY_0.0062,AMBON_Zooplankton_2017_ML4.14_2017-08-14T02:13:00Z,Abundance_[#/m3],0.103,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
AMBON_Zooplankton_2017_ML4.14_36_Hyperoche_medusarum_?_?_BONGO_505UM_MICROSCOPY_0.0076,AMBON_Zooplankton_2017_ML4.14_2017-08-14T02:13:00Z,Abundance_[#/m3],0.01,Number per m3,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,http://vocab.nerc.ac.uk/collection/S06/current/S0600002/
