ufn,semsp_id,seine_id,species,fork_length_field,weight_field,weight,fork_length
U19638,2016-06-30-D20-PI-8,DE355N1,PI,NA,NA,NA,NA
U19639,2016-06-30-D20-PI-9,DE355N1,PI,NA,NA,NA,NA
U19640,2016-06-30-D21-CU-1,DE352N1,CU,NA,NA,NA,NA
U19641,2016-06-30-D21-CU-10,DE352N1,CU,NA,NA,NA,NA
U19642,2016-06-30-D21-CU-2,DE352N1,CU,NA,NA,NA,NA
U19643,2016-06-30-D21-CU-3,DE352N1,CU,NA,NA,NA,NA
U19644,2016-06-30-D21-CU-4,DE352N1,CU,NA,NA,NA,NA
U19645,2016-06-30-D21-CU-5,DE352N1,CU,NA,NA,NA,NA
U19646,2016-06-30-D21-CU-6,DE352N1,CU,NA,NA,NA,NA
U19647,2016-06-30-D21-CU-7,DE352N1,CU,NA,NA,NA,NA
U19648,2016-06-30-D21-CU-8,DE352N1,CU,NA,NA,NA,NA
U19649,2016-06-30-D21-CU-9,DE352N1,CU,NA,NA,NA,NA
U19650,2016-06-30-D21-HE-1,DE352N1,HE,NA,NA,NA,NA
U19651,2016-06-30-D21-HE-2,DE352N1,HE,NA,NA,NA,NA
U19652,2016-06-30-D21-PI-1,DE352N1,PI,NA,NA,NA,NA
U19653,2016-06-30-D21-PI-10,DE352N1,PI,NA,NA,NA,NA
U19654,2016-06-30-D21-PI-2,DE352N1,PI,NA,NA,NA,NA
U19655,2016-06-30-D21-PI-3,DE352N1,PI,NA,NA,NA,NA
U19656,2016-06-30-D21-PI-4,DE352N1,PI,NA,NA,NA,NA
U19657,2016-06-30-D21-PI-5,DE352N1,PI,NA,NA,NA,NA
U19658,2016-06-30-D21-PI-6,DE352N1,PI,NA,NA,NA,NA
U19659,2016-06-30-D21-PI-7,DE352N1,PI,NA,NA,NA,NA
U19660,2016-06-30-D21-PI-8,DE352N1,PI,NA,NA,NA,NA
U19661,2016-06-30-D21-PI-9,DE352N1,PI,NA,NA,NA,NA
U19662,2016-07-05-J07-HE-1,JE302N1,HE,NA,NA,NA,NA
U19663,2016-07-05-J07-SO-1,JE302N1,SO,NA,NA,NA,NA
U19664,2016-07-05-J07-SO-10,JE302N1,SO,NA,NA,NA,NA
U19665,2016-07-05-J07-SO-2,JE302N1,SO,NA,NA,NA,NA
U19666,2016-07-05-J07-SO-21,JE302N1,SO,NA,NA,NA,NA
U19667,2016-07-05-J07-SO-22,JE302N1,SO,NA,NA,NA,NA
U19668,2016-07-05-J07-SO-23,JE302N1,SO,NA,NA,NA,NA
U19669,2016-07-05-J07-SO-24,JE302N1,SO,NA,NA,NA,NA
U19670,2016-07-05-J07-SO-25,JE302N1,SO,NA,NA,NA,NA
U19671,2016-07-05-J07-SO-26,JE302N1,SO,NA,NA,NA,NA
U19672,2016-07-05-J07-SO-27,JE302N1,SO,NA,NA,NA,NA
U19673,2016-07-05-J07-SO-28,JE302N1,SO,NA,NA,NA,NA
U19674,2016-07-05-J07-SO-29,JE302N1,SO,NA,NA,NA,NA
U19675,2016-07-05-J07-SO-3,JE302N1,SO,NA,NA,NA,NA
U19676,2016-07-05-J07-SO-30,JE302N1,SO,NA,NA,NA,NA
U19677,2016-07-05-J07-SO-4,JE302N1,SO,NA,NA,NA,NA
U19678,2016-07-05-J07-SO-5,JE302N1,SO,NA,NA,NA,NA
U19679,2016-07-05-J07-SO-6,JE302N1,SO,NA,NA,NA,NA
U19680,2016-07-05-J07-SO-7,JE302N1,SO,NA,NA,NA,NA
U19681,2016-07-05-J07-SO-8,JE302N1,SO,NA,NA,NA,NA
U19682,2016-07-05-J07-SO-9,JE302N1,SO,NA,NA,NA,NA
U19683,2016-07-06-D27-CU-1,DE360N1,CU,NA,NA,NA,NA
U19684,2016-07-06-D27-CU-10,DE360N1,CU,NA,NA,NA,NA
U19685,2016-07-06-D27-CU-2,DE360N1,CU,NA,NA,NA,NA
U19686,2016-07-06-D27-CU-3,DE360N1,CU,NA,NA,NA,NA
U19687,2016-07-06-D27-CU-4,DE360N1,CU,NA,NA,NA,NA
U19688,2016-07-06-D27-CU-5,DE360N1,CU,NA,NA,NA,NA
U19689,2016-07-06-D27-CU-6,DE360N1,CU,NA,NA,NA,NA
U19690,2016-07-06-D27-CU-7,DE360N1,CU,NA,NA,NA,NA
U19691,2016-07-06-D27-CU-8,DE360N1,CU,NA,NA,NA,NA
U19692,2016-07-06-D27-CU-9,DE360N1,CU,NA,NA,NA,NA
U19693,2016-07-06-D27-PI-1,DE360N1,PI,NA,NA,NA,NA
U19694,2016-07-06-D27-PI-10,DE360N1,PI,NA,NA,NA,NA
U19695,2016-07-06-D27-PI-2,DE360N1,PI,NA,NA,NA,NA
U19696,2016-07-06-D27-PI-3,DE360N1,PI,NA,NA,NA,NA
U19697,2016-07-06-D27-PI-4,DE360N1,PI,NA,NA,NA,NA
U19698,2016-07-06-D27-PI-5,DE360N1,PI,NA,NA,NA,NA
U19699,2016-07-06-D27-PI-6,DE360N1,PI,NA,NA,NA,NA
U19700,2016-07-06-D27-PI-7,DE360N1,PI,NA,NA,NA,NA
U19701,2016-07-06-D27-PI-8,DE360N1,PI,NA,NA,NA,NA
U19702,2016-07-06-D27-PI-9,DE360N1,PI,NA,NA,NA,NA
U19703,2016-07-06-D27-SO-1,DE360N1,SO,NA,NA,NA,NA
U19704,2016-07-06-D27-SO-11,DE360N1,SO,NA,NA,NA,NA
U19705,2016-07-06-D27-SO-12,DE360N1,SO,NA,NA,NA,NA
U19706,2016-07-06-D27-SO-13,DE360N1,SO,NA,NA,NA,NA
U19707,2016-07-06-D27-SO-14,DE360N1,SO,NA,NA,NA,NA
U19708,2016-07-06-D27-SO-15,DE360N1,SO,NA,NA,NA,NA
U19709,2016-07-06-D27-SO-16,DE360N1,SO,NA,NA,NA,NA
U19710,2016-07-06-D27-SO-17,DE360N1,SO,NA,NA,NA,NA
U19711,2016-07-06-D27-SO-18,DE360N1,SO,NA,NA,NA,NA
U19712,2016-07-06-D27-SO-2,DE360N1,SO,NA,NA,NA,NA
U19713,2016-07-06-D27-SO-20,DE360N1,SO,NA,NA,NA,NA
U19714,2016-07-06-D27-SO-3,DE360N1,SO,NA,NA,NA,NA
U19715,2016-07-06-D27-SO-4,DE360N1,SO,NA,NA,NA,NA
U19716,2016-07-06-D27-SO-5,DE360N1,SO,NA,NA,NA,NA
U19717,2016-07-06-J06-CO-1,JE303N1,CO,NA,NA,NA,NA
U19718,2016-07-06-J06-CU-1,JE303N1,CU,NA,NA,NA,NA
U19719,2016-07-06-J06-CU-10,JE303N1,CU,NA,NA,NA,NA
U19720,2016-07-06-J06-CU-2,JE303N1,CU,NA,NA,NA,NA
U19721,2016-07-06-J06-CU-3,JE303N1,CU,NA,NA,NA,NA
U19722,2016-07-06-J06-CU-4,JE303N1,CU,NA,NA,NA,NA
U19723,2016-07-06-J06-CU-5,JE303N1,CU,NA,NA,NA,NA
U19724,2016-07-06-J06-CU-6,JE303N1,CU,NA,NA,NA,NA
U19725,2016-07-06-J06-CU-7,JE303N1,CU,NA,NA,NA,NA
U19726,2016-07-06-J06-CU-8,JE303N1,CU,NA,NA,NA,NA
U19727,2016-07-06-J06-CU-9,JE303N1,CU,NA,NA,NA,NA
U19728,2016-07-06-J06-PI-1,JE303N1,PI,NA,NA,NA,NA
U19729,2016-07-06-J06-PI-10,JE303N1,PI,NA,NA,NA,NA
U19730,2016-07-06-J06-PI-2,JE303N1,PI,NA,NA,NA,NA
U19731,2016-07-06-J06-PI-3,JE303N1,PI,NA,NA,NA,NA
U19732,2016-07-06-J06-PI-4,JE303N1,PI,NA,NA,NA,NA
U19733,2016-07-06-J06-PI-5,JE303N1,PI,NA,NA,NA,NA
U19734,2016-07-06-J06-PI-6,JE303N1,PI,NA,NA,NA,NA
U19735,2016-07-06-J06-PI-7,JE303N1,PI,NA,NA,NA,NA
U19736,2016-07-06-J06-PI-8,JE303N1,PI,NA,NA,NA,NA
U19737,2016-07-06-J06-PI-9,JE303N1,PI,NA,NA,NA,NA
U19738,2016-07-06-J06-SO-11,JE303N1,SO,NA,NA,NA,NA
U19739,2016-07-06-J06-SO-12,JE303N1,SO,NA,NA,NA,NA
U19740,2016-07-06-J06-SO-13,JE303N1,SO,NA,NA,NA,NA
U19741,2016-07-06-J06-SO-14,JE303N1,SO,NA,NA,NA,NA
U19742,2016-07-06-J06-SO-15,JE303N1,SO,NA,NA,NA,NA
U19743,2016-07-06-J06-SO-16,JE303N1,SO,NA,NA,NA,NA
U19744,2016-07-06-J06-SO-17,JE303N1,SO,NA,NA,NA,NA
U19745,2016-07-06-J06-SO-18,JE303N1,SO,NA,NA,NA,NA
U19746,2016-07-06-J06-SO-19,JE303N1,SO,NA,NA,NA,NA
U19747,2016-07-06-J06-SO-20,JE303N1,SO,NA,NA,NA,NA
U19748,2016-07-06-J06-SO-21,JE303N1,SO,NA,NA,NA,NA
U19749,2016-07-06-J06-SO-22,JE303N1,SO,NA,NA,NA,NA
U5501,2015-05-12-D01-CO-1,DE100N3,CO,NA,NA,NA,NA
U5502,2015-05-12-D01-CU-1,DE100N3,CU,NA,NA,NA,NA
U5503,2015-05-12-D01-CU-10,DE100N3,CU,NA,NA,NA,NA
U5504,2015-05-12-D01-CU-2,DE100N3,CU,NA,NA,NA,NA
U5505,2015-05-12-D01-CU-3,DE100N3,CU,NA,NA,NA,NA
U5506,2015-05-12-D01-CU-4,DE100N3,CU,NA,NA,NA,NA
U5507,2015-05-12-D01-CU-5,DE100N3,CU,NA,NA,NA,NA
U5508,2015-05-12-D01-CU-6,DE100N3,CU,NA,NA,NA,NA
U5509,2015-05-12-D01-CU-7,DE100N3,CU,NA,NA,NA,NA
U5510,2015-05-12-D01-CU-8,DE100N3,CU,NA,NA,NA,NA
U5511,2015-05-12-D01-CU-9,DE100N3,CU,NA,NA,NA,NA
U5512,2015-05-12-D01-HE-1,DE100N3,HE,NA,NA,NA,NA
U5513,2015-05-12-D01-HE-2,DE100N3,HE,NA,NA,NA,NA
U5514,2015-05-12-D01-SO-11,DE100N3,SO,NA,NA,NA,NA
U5515,2015-05-12-D01-SO-12,DE100N3,SO,NA,NA,NA,NA
U5516,2015-05-12-D01-SO-13,DE100N3,SO,NA,NA,NA,NA
U5517,2015-05-12-D01-SO-14,DE100N3,SO,NA,NA,NA,NA
U5518,2015-05-12-D01-SO-15,DE100N3,SO,NA,NA,NA,NA
U5519,2015-05-12-D01-SO-16,DE100N3,SO,NA,NA,NA,NA
U5520,2015-05-12-D01-SO-17,DE100N3,SO,NA,NA,NA,NA
U5521,2015-05-12-D01-SO-18,DE100N3,SO,NA,NA,NA,NA
U5522,2015-05-12-D01-SO-19,DE100N3,SO,NA,NA,NA,NA
U5523,2015-05-12-D01-SO-20,DE100N3,SO,NA,NA,NA,NA
U5524,2015-05-12-D01-SO-21,DE100N3,SO,NA,NA,NA,NA
U5525,2015-05-12-D01-SO-22,DE100N3,SO,NA,NA,NA,NA
U5526,2015-05-12-D01-SO-23,DE100N3,SO,NA,NA,NA,NA
U5527,2015-05-12-D01-SO-24,DE100N3,SO,NA,NA,NA,NA
U5528,2015-05-12-D01-SO-25,DE100N3,SO,NA,NA,NA,NA
U5529,2015-05-12-D01-SO-26,DE100N3,SO,NA,NA,NA,NA
U5530,2015-05-12-D01-SO-27,DE100N3,SO,NA,NA,NA,NA
U5531,2015-05-12-D01-SO-28,DE100N3,SO,NA,NA,NA,NA
U5532,2015-05-12-D01-SO-29,DE100N3,SO,NA,NA,NA,NA
U5533,2015-05-12-D01-SO-30,DE100N3,SO,NA,NA,NA,NA
U5534,2015-05-13-D02-CU-1,DE101N1,CU,NA,NA,NA,NA
U5535,2015-05-13-D02-CU-10,DE101N1,CU,NA,NA,NA,NA
U5536,2015-05-13-D02-CU-2,DE101N1,CU,NA,NA,NA,NA
U5537,2015-05-13-D02-CU-3,DE101N1,CU,NA,NA,NA,NA
U5538,2015-05-13-D02-CU-4,DE101N1,CU,NA,NA,NA,NA
U5539,2015-05-13-D02-CU-5,DE101N1,CU,NA,NA,NA,NA
U5540,2015-05-13-D02-CU-6,DE101N1,CU,NA,NA,NA,NA
U5541,2015-05-13-D02-CU-7,DE101N1,CU,NA,NA,NA,NA
U5542,2015-05-13-D02-CU-8,DE101N1,CU,NA,NA,NA,NA
U5543,2015-05-13-D02-CU-9,DE101N1,CU,NA,NA,NA,NA
U5544,2015-05-13-D02-SO-11,DE101N1,SO,NA,NA,NA,NA
U5545,2015-05-13-D02-SO-12,DE101N1,SO,NA,NA,NA,NA
U5546,2015-05-13-D02-SO-13,DE101N1,SO,NA,NA,NA,NA
U5547,2015-05-13-D02-SO-14,DE101N1,SO,NA,NA,NA,NA
U5548,2015-05-13-D02-SO-15,DE101N1,SO,NA,NA,NA,NA
U5549,2015-05-13-D02-SO-16,DE101N1,SO,NA,NA,NA,NA
U5550,2015-05-13-D02-SO-17,DE101N1,SO,NA,NA,NA,NA
U5551,2015-05-13-D02-SO-18,DE101N1,SO,NA,NA,NA,NA
U5552,2015-05-13-D02-SO-19,DE101N1,SO,NA,NA,NA,NA
U5553,2015-05-13-D02-SO-20,DE101N1,SO,NA,NA,NA,NA
U5554,2015-05-13-D02-SO-21,DE101N1,SO,NA,NA,NA,NA
U5555,2015-05-13-D02-SO-22,DE101N1,SO,NA,NA,NA,NA
U5556,2015-05-13-D02-SO-23,DE101N1,SO,NA,NA,NA,NA
U5557,2015-05-13-D02-SO-24,DE101N1,SO,NA,NA,NA,NA
U5558,2015-05-13-D02-SO-25,DE101N1,SO,NA,NA,NA,NA
U5559,2015-05-13-D02-SO-26,DE101N1,SO,NA,NA,NA,NA
U5560,2015-05-13-D02-SO-27,DE101N1,SO,NA,NA,NA,NA
U5561,2015-05-13-D02-SO-28,DE101N1,SO,NA,NA,NA,NA
U5562,2015-05-13-D02-SO-29,DE101N1,SO,NA,NA,NA,NA
U5563,2015-05-13-D02-SO-30,DE101N1,SO,NA,NA,NA,NA
U5564,2015-05-14-D04-HE-1,DE102N1,HE,NA,NA,NA,NA
U5565,2015-05-14-D04-HE-2,DE102N1,HE,NA,NA,NA,NA
U5566,2015-05-14-D04-HE-3,DE102N1,HE,NA,NA,NA,NA
U5567,2015-05-14-D04-HE-4,DE102N1,HE,NA,NA,NA,NA
U5568,2015-05-14-D04-HE-5,DE102N1,HE,NA,NA,NA,NA
U5569,2015-05-14-D04-HE-6,DE102N1,HE,NA,NA,NA,NA
U5570,2015-05-14-D04-HE-7,DE102N1,HE,NA,NA,NA,NA
U5571,2015-05-14-D04-SO-1,DE102N1,SO,NA,NA,NA,NA
U5572,2015-05-14-D04-SO-10,DE102N1,SO,NA,NA,NA,NA
U5573,2015-05-14-D04-SO-11,DE102N1,SO,NA,NA,NA,NA
U5574,2015-05-14-D04-SO-12,DE102N1,SO,NA,NA,NA,NA
U5575,2015-05-14-D04-SO-13,DE102N1,SO,NA,NA,NA,NA
U5576,2015-05-14-D04-SO-14,DE102N1,SO,NA,NA,NA,NA
U5577,2015-05-14-D04-SO-15,DE102N1,SO,NA,NA,NA,NA
U5578,2015-05-14-D04-SO-16,DE102N1,SO,NA,NA,NA,NA
U5579,2015-05-14-D04-SO-17,DE102N1,SO,NA,NA,NA,NA
U5580,2015-05-14-D04-SO-18,DE102N1,SO,NA,NA,NA,NA
U5581,2015-05-14-D04-SO-19,DE102N1,SO,NA,NA,NA,NA
U5582,2015-05-14-D04-SO-2,DE102N1,SO,NA,NA,NA,NA
U5583,2015-05-14-D04-SO-20,DE102N1,SO,NA,NA,NA,NA
U5584,2015-05-14-D04-SO-3,DE102N1,SO,NA,NA,NA,NA
U5585,2015-05-14-D04-SO-4,DE102N1,SO,NA,NA,NA,NA
U5586,2015-05-14-D04-SO-5,DE102N1,SO,NA,NA,NA,NA
U5587,2015-05-14-D04-SO-6,DE102N1,SO,NA,NA,NA,NA
U5588,2015-05-14-D04-SO-7,DE102N1,SO,NA,NA,NA,NA
U5589,2015-05-14-D04-SO-8,DE102N1,SO,NA,NA,NA,NA
U5590,2015-05-14-D04-SO-9,DE102N1,SO,NA,NA,NA,NA
U5591,2015-05-15-D02-CU-1,DE104N1,CU,NA,NA,NA,NA
U5592,2015-05-15-D02-CU-10,DE104N1,CU,NA,NA,NA,NA
U5593,2015-05-15-D02-CU-2,DE104N1,CU,NA,NA,NA,NA
U5594,2015-05-15-D02-CU-3,DE104N1,CU,NA,NA,NA,NA
U5595,2015-05-15-D02-CU-4,DE104N1,CU,NA,NA,NA,NA
U5596,2015-05-15-D02-CU-5,DE104N1,CU,NA,NA,NA,NA
U5597,2015-05-15-D02-CU-6,DE104N1,CU,NA,NA,NA,NA
U5598,2015-05-15-D02-CU-7,DE104N1,CU,NA,NA,NA,NA
U5599,2015-05-15-D02-CU-8,DE104N1,CU,NA,NA,NA,NA
U5600,2015-05-15-D02-CU-9,DE104N1,CU,NA,NA,NA,NA
U5601,2015-05-15-D02-HE-1,DE104N1,HE,NA,NA,NA,NA
U5602,2015-05-15-D02-SO-1,DE104N1,SO,NA,NA,NA,NA
U5603,2015-05-15-D02-SO-10,DE104N1,SO,NA,NA,NA,NA
U5604,2015-05-15-D02-SO-2,DE104N1,SO,NA,NA,NA,NA
U5605,2015-05-15-D02-SO-21,DE104N1,SO,NA,NA,NA,NA
U5606,2015-05-15-D02-SO-22,DE104N1,SO,NA,NA,NA,NA
U5607,2015-05-15-D02-SO-23,DE104N1,SO,NA,NA,NA,NA
U5608,2015-05-15-D02-SO-24,DE104N1,SO,NA,NA,NA,NA
U5609,2015-05-15-D02-SO-25,DE104N1,SO,NA,NA,NA,NA
U5610,2015-05-15-D02-SO-26,DE104N1,SO,NA,NA,NA,NA
U5611,2015-05-15-D02-SO-27,DE104N1,SO,NA,NA,NA,NA
U5612,2015-05-15-D02-SO-28,DE104N1,SO,NA,NA,NA,NA
U5613,2015-05-15-D02-SO-29,DE104N1,SO,NA,NA,NA,NA
U5614,2015-05-15-D02-SO-30,DE104N1,SO,NA,NA,NA,NA
U5615,2015-05-15-D02-SO-4,DE104N1,SO,NA,NA,NA,NA
U5616,2015-05-15-D02-SO-5,DE104N1,SO,NA,NA,NA,NA
U5617,2015-05-15-D02-SO-6,DE104N1,SO,NA,NA,NA,NA
U5618,2015-05-15-D02-SO-7,DE104N1,SO,NA,NA,NA,NA
U5619,2015-05-15-D02-SO-8,DE104N1,SO,NA,NA,NA,NA
U5620,2015-05-15-D02-SO-9,DE104N1,SO,NA,NA,NA,NA
U5621,2015-05-15-D03-CU-1,DE105N1,CU,NA,NA,NA,NA
U5622,2015-05-15-D03-CU-10,DE105N1,CU,NA,NA,NA,NA
U5623,2015-05-15-D03-CU-2,DE105N1,CU,NA,NA,NA,NA
U5624,2015-05-15-D03-CU-3,DE105N1,CU,NA,NA,NA,NA
U5625,2015-05-15-D03-CU-4,DE105N1,CU,NA,NA,NA,NA
U5626,2015-05-15-D03-CU-5,DE105N1,CU,NA,NA,NA,NA
U5627,2015-05-15-D03-CU-6,DE105N1,CU,NA,NA,NA,NA
U5628,2015-05-15-D03-CU-7,DE105N1,CU,NA,NA,NA,NA
U5629,2015-05-15-D03-CU-8,DE105N1,CU,NA,NA,NA,NA
U5630,2015-05-15-D03-CU-9,DE105N1,CU,NA,NA,NA,NA
U5631,2015-05-15-D03-HE-1,DE105N1,HE,NA,NA,NA,NA
U5632,2015-05-15-D03-HE-2,DE105N1,HE,NA,NA,NA,NA
U5633,2015-05-15-D03-SO-1,DE105N1,SO,NA,NA,NA,NA
U5634,2015-05-15-D03-SO-10,DE105N1,SO,NA,NA,NA,NA
U5635,2015-05-15-D03-SO-12,DE105N1,SO,NA,NA,NA,NA
U5636,2015-05-15-D03-SO-14,DE105N1,SO,NA,NA,NA,NA
U5637,2015-05-15-D03-SO-2,DE105N1,SO,NA,NA,NA,NA
U5638,2015-05-15-D03-SO-21,DE105N1,SO,NA,NA,NA,NA
U5639,2015-05-15-D03-SO-22,DE105N1,SO,NA,NA,NA,NA
U5640,2015-05-15-D03-SO-25,DE105N1,SO,NA,NA,NA,NA
U5641,2015-05-15-D03-SO-26,DE105N1,SO,NA,NA,NA,NA
U5642,2015-05-15-D03-SO-27,DE105N1,SO,NA,NA,NA,NA
U5643,2015-05-15-D03-SO-28,DE105N1,SO,NA,NA,NA,NA
U5644,2015-05-15-D03-SO-29,DE105N1,SO,NA,NA,NA,NA
U5645,2015-05-15-D03-SO-3,DE105N1,SO,NA,NA,NA,NA
U5646,2015-05-15-D03-SO-30,DE105N1,SO,NA,NA,NA,NA
U5647,2015-05-15-D03-SO-4,DE105N1,SO,NA,NA,NA,NA
U5648,2015-05-15-D03-SO-5,DE105N1,SO,NA,NA,NA,NA
U5649,2015-05-15-D03-SO-6,DE105N1,SO,NA,NA,NA,NA
U5650,2015-05-15-D03-SO-7,DE105N1,SO,NA,NA,NA,NA
U5651,2015-05-15-D03-SO-8,DE105N1,SO,NA,NA,NA,NA
U5652,2015-05-15-D03-SO-9,DE105N1,SO,NA,NA,NA,NA
U5653,2015-05-15-D05-CU-1,DE103N1,CU,NA,NA,NA,NA
U5654,2015-05-15-D05-CU-2,DE103N1,CU,NA,NA,NA,NA
U5655,2015-05-15-D05-CU-3,DE103N1,CU,NA,NA,NA,NA
U5656,2015-05-15-D05-CU-4,DE103N1,CU,NA,NA,NA,NA
U5657,2015-05-15-D05-CU-5,DE103N1,CU,NA,NA,NA,NA
U5658,2015-05-15-D05-PI-1,DE103N1,PI,NA,NA,NA,NA
U5659,2015-05-15-D05-SO-1,DE103N1,SO,NA,NA,NA,NA
U5660,2015-05-15-D05-SO-10,DE103N1,SO,NA,NA,NA,NA
U5661,2015-05-15-D05-SO-11,DE103N1,SO,NA,NA,NA,NA
U5662,2015-05-15-D05-SO-12,DE103N1,SO,NA,NA,NA,NA
U5663,2015-05-15-D05-SO-13,DE103N1,SO,NA,NA,NA,NA
U5664,2015-05-15-D05-SO-15,DE103N1,SO,NA,NA,NA,NA
U5665,2015-05-15-D05-SO-16,DE103N1,SO,NA,NA,NA,NA
U5666,2015-05-15-D05-SO-17,DE103N1,SO,NA,NA,NA,NA
U5667,2015-05-15-D05-SO-18,DE103N1,SO,NA,NA,NA,NA
U5668,2015-05-15-D05-SO-19,DE103N1,SO,NA,NA,NA,NA
U5669,2015-05-15-D05-SO-2,DE103N1,SO,NA,NA,NA,NA
U5670,2015-05-15-D05-SO-20,DE103N1,SO,NA,NA,NA,NA
U5671,2015-05-15-D05-SO-3,DE103N1,SO,NA,NA,NA,NA
U5672,2015-05-15-D05-SO-4,DE103N1,SO,NA,NA,NA,NA
U5673,2015-05-15-D05-SO-5,DE103N1,SO,NA,NA,NA,NA
U5674,2015-05-15-D05-SO-6,DE103N1,SO,NA,NA,NA,NA
U5675,2015-05-15-D05-SO-7,DE103N1,SO,NA,NA,NA,NA
U5676,2015-05-15-D05-SO-8,DE103N1,SO,NA,NA,NA,NA
U5677,2015-05-15-D05-SO-9,DE103N1,SO,NA,NA,NA,NA
U5678,2015-05-16-D06-SO-1,DE106N1,SO,NA,NA,NA,NA
U5679,2015-05-16-D06-SO-10,DE106N1,SO,NA,NA,NA,NA
U5680,2015-05-16-D06-SO-2,DE106N1,SO,NA,NA,NA,NA
U5681,2015-05-16-D06-SO-20,DE106N1,SO,NA,NA,NA,NA
U5682,2015-05-16-D06-SO-3,DE106N1,SO,NA,NA,NA,NA
U5683,2015-05-16-D06-SO-4,DE106N1,SO,NA,NA,NA,NA
U5684,2015-05-16-D06-SO-5,DE106N1,SO,NA,NA,NA,NA
U5685,2015-05-16-D06-SO-6,DE106N1,SO,NA,NA,NA,NA
U5686,2015-05-16-D06-SO-7,DE106N1,SO,NA,NA,NA,NA
U5687,2015-05-16-D06-SO-8,DE106N1,SO,NA,NA,NA,NA
U5688,2015-05-16-D06-SO-9,DE106N1,SO,NA,NA,NA,NA
U5689,2015-05-16-D07-CU-10,DE107N1,CU,NA,NA,NA,NA
U5690,2015-05-16-D07-CU-3,DE107N1,CU,NA,NA,NA,NA
U5691,2015-05-16-D07-CU-6,DE107N1,CU,NA,NA,NA,NA
U5692,2015-05-16-D07-CU-7,DE107N1,CU,NA,NA,NA,NA
U5693,2015-05-16-D07-CU-9,DE107N1,CU,NA,NA,NA,NA
U5694,2015-05-16-D07-HE-1,DE107N1,HE,NA,NA,NA,NA
U5695,2015-05-16-D07-HE-2,DE107N1,HE,NA,NA,NA,NA
U5696,2015-05-16-D07-HE-4,DE107N1,HE,NA,NA,NA,NA
U5697,2015-05-16-D07-HE-7,DE107N1,HE,NA,NA,NA,NA
U5698,2015-05-16-D07-HE-9,DE107N1,HE,NA,NA,NA,NA
U5699,2015-05-16-D07-SO-1,DE107N1,SO,NA,NA,NA,NA
U5700,2015-05-16-D07-SO-10,DE107N1,SO,NA,NA,NA,NA
U5701,2015-05-16-D07-SO-11,DE107N1,SO,NA,NA,NA,NA
U5702,2015-05-16-D07-SO-12,DE107N1,SO,NA,NA,NA,NA
U5703,2015-05-16-D07-SO-13,DE107N1,SO,NA,NA,NA,NA
U5704,2015-05-16-D07-SO-14,DE107N1,SO,NA,NA,NA,NA
U5705,2015-05-16-D07-SO-15,DE107N1,SO,NA,NA,NA,NA
U5706,2015-05-16-D07-SO-16,DE107N1,SO,NA,NA,NA,NA
U5707,2015-05-16-D07-SO-17,DE107N1,SO,NA,NA,NA,NA
U5708,2015-05-16-D07-SO-18,DE107N1,SO,NA,NA,NA,NA
U5709,2015-05-16-D07-SO-19,DE107N1,SO,NA,NA,NA,NA
U5710,2015-05-16-D07-SO-2,DE107N1,SO,NA,NA,NA,NA
U5711,2015-05-16-D07-SO-20,DE107N1,SO,NA,NA,NA,NA
U5712,2015-05-16-D07-SO-3,DE107N1,SO,NA,NA,NA,NA
U5713,2015-05-16-D07-SO-4,DE107N1,SO,NA,NA,NA,NA
U5714,2015-05-16-D07-SO-5,DE107N1,SO,NA,NA,NA,NA
U5715,2015-05-16-D07-SO-6,DE107N1,SO,NA,NA,NA,NA
U5716,2015-05-16-D07-SO-7,DE107N1,SO,NA,NA,NA,NA
U5717,2015-05-16-D07-SO-8,DE107N1,SO,NA,NA,NA,NA
U5718,2015-05-16-D07-SO-9,DE107N1,SO,NA,NA,NA,NA
U5719,2015-05-17-D02-CU-1,DE108N1,CU,NA,NA,NA,NA
U5720,2015-05-17-D02-CU-10,DE108N1,CU,NA,NA,NA,NA
U5721,2015-05-17-D02-CU-2,DE108N1,CU,NA,NA,NA,NA
U5722,2015-05-17-D02-CU-3,DE108N1,CU,NA,NA,NA,NA
U5723,2015-05-17-D02-CU-4,DE108N1,CU,NA,NA,NA,NA
U5724,2015-05-17-D02-CU-5,DE108N1,CU,NA,NA,NA,NA
U5725,2015-05-17-D02-CU-6,DE108N1,CU,NA,NA,NA,NA
U5726,2015-05-17-D02-CU-7,DE108N1,CU,NA,NA,NA,NA
U5727,2015-05-17-D02-CU-8,DE108N1,CU,NA,NA,NA,NA
U5728,2015-05-17-D02-CU-9,DE108N1,CU,NA,NA,NA,NA
U5729,2015-05-18-D03-CU-1,DE109N1,CU,NA,NA,NA,NA
U5730,2015-05-18-D03-HE-1,DE109N1,HE,NA,NA,NA,NA
U5731,2015-05-18-D03-HE-2,DE109N1,HE,NA,NA,NA,NA
U5732,2015-05-18-D03-SO-1,DE109N1,SO,NA,NA,NA,NA
U5733,2015-05-18-D03-SO-10,DE109N1,SO,NA,NA,NA,NA
U5734,2015-05-18-D03-SO-2,DE109N1,SO,NA,NA,NA,NA
U5735,2015-05-18-D03-SO-21,DE109N1,SO,NA,NA,NA,NA
U5736,2015-05-18-D03-SO-22,DE109N1,SO,NA,NA,NA,NA
U5737,2015-05-18-D03-SO-23,DE109N1,SO,NA,NA,NA,NA
