ufn,semsp_id,seine_id,species,fork_length_field,weight_field,weight,fork_length
U3094,2015-06-23-J02-CU-5,JE201N3,CU,NA,NA,27.2,140
U3095,2015-06-11-D09-CU-3,DE174N1,CU,NA,NA,9.9,104
U3096,2015-06-11-D09-CU-1,DE174N1,CU,NA,NA,8.8,98
U3097,2015-05-28-D09-CU-7,DE139N1,CU,NA,NA,17.3,119
U3098,2015-05-28-D09-CU-5,DE139N1,CU,NA,NA,22,134
U3099,2015-06-14-D09-CU-6,DE183N2,CU,NA,NA,22.8,134
U3100,2015-06-29-D09-CU-3,DE226N2,CU,NA,NA,13.5,109
U3105,2015-06-14-D09-CU-1,DE183N2,CU,NA,NA,11.9,104
U3106,2015-06-29-D09-CU-2,DE226N2,CU,NA,NA,13.7,107
U3107,2015-06-29-D09-CU-6,DE226N2,CU,NA,NA,34.9,146
U2899,2015-06-14-D09-PI-1,DE183N2,PI,NA,NA,14.8,118
U2900,2015-07-02-D09-PI-1,DE231N2,PI,NA,NA,17,135
U3101,2015-06-05-D09-CO-1,DE162N1,CO,NA,NA,34.5,140
U3102,2015-06-24-D09-CO-1,DE220N1,CO,NA,NA,40,155
U3103,2015-06-29-D09-CU-5,DE226N2,CU,NA,NA,18.2,122
U3104,2015-06-14-D09-CU-2,DE183N2,CU,NA,NA,19.8,126
U3108,2015-05-20-D09-CU-10,DE112N1,CU,NA,NA,9.8,99
U3109,2015-06-29-D09-CU-9,DE226N2,CU,NA,NA,15.3,117
U3110,2015-06-29-D09-CU-8,DE226N2,CU,NA,NA,16,114
U3111,2015-05-20-D09-CU-9,DE112N1,CU,NA,NA,5.4,82
U3112,2015-06-14-D09-CU-8,DE183N2,CU,NA,NA,21.4,130
U3113,2015-06-29-D09-CU-4,DE226N2,CU,NA,NA,14.6,115
U2534,2015-06-20-D09-CO-1,DE206N1,CO,NA,NA,41.6,157
U2535,2015-06-20-D09-CO-2,DE206N1,CO,NA,NA,41.4,155
U2537,2015-06-11-D09-PI-1,DE174N1,PI,NA,NA,11,103
U3114,2015-06-14-D09-CU-4,DE183N2,CU,NA,NA,24.7,135
U3115,2015-05-28-D09-CU-10,DE139N1,CU,NA,NA,20.7,128
U3116,2015-05-28-D09-CU-8,DE139N1,CU,NA,NA,15.3,116
U3117,2015-05-26-D09-CU-2,DE130N1,CU,NA,NA,14,113
U3118,2015-06-14-D09-CU-3,DE183N2,CU,NA,NA,13.3,113
U3119,2015-05-28-D09-CU-6,DE139N1,CU,NA,NA,14.6,114
U3120,2015-05-26-D09-CU-3,DE130N1,CU,NA,NA,12,104
U3121,2015-05-20-D09-CU-7,DE112N1,CU,NA,NA,14.1,113
U3122,2015-05-20-D09-CU-1,DE112N1,CU,NA,NA,5.5,81
U3123,2015-05-26-D09-CU-6,DE130N1,CU,NA,NA,10.7,103
U3204,2015-06-27-D09-PI-3,DE221N1,PI,NA,NA,15.2,120
U3205,2015-06-27-D09-PI-1,DE221N1,PI,NA,NA,12.3,117
U3206,2015-06-27-D09-PI-9,DE221N1,PI,NA,NA,12.3,114
U3207,2015-06-07-D09-PI-1,DE168N1,PI,NA,NA,16.2,121
U3208,2015-06-27-D09-PI-6,DE221N1,PI,NA,NA,8,99
U3209,2015-06-27-D09-PI-10,DE221N1,PI,NA,NA,12.3,112
U3210,2015-06-27-D09-PI-4,DE221N1,PI,NA,NA,14.2,119
U3211,2015-06-27-D09-PI-8,DE221N1,PI,NA,NA,14.3,117
U3212,2015-06-27-D09-PI-7,DE221N1,PI,NA,NA,14.6,120
U3213,2015-06-27-D09-PI-5,DE221N1,PI,NA,NA,10.8,119
U3214,2015-07-07-D09-PI-3,DE239N2,PI,NA,NA,17.4,122
U3215,2015-07-07-D09-PI-5,DE239N2,PI,NA,NA,23,136
U3216,2015-07-07-D09-PI-9,DE239N2,PI,NA,NA,17.8,125
U3217,2015-07-07-D09-PI-4,DE239N2,PI,NA,NA,32.4,148
U3218,2015-06-27-D09-PI-2,DE221N1,PI,NA,NA,12.6,111
U3219,2015-07-07-D09-PI-8,DE239N2,PI,NA,NA,17.2,122
U3220,2015-07-07-D09-PI-10,DE239N2,PI,NA,NA,23.5,132
U3124,2015-05-26-D09-CU-1,DE130N1,CU,NA,NA,10.3,103
U3125,2015-05-26-D09-CU-4,DE130N1,CU,NA,NA,12.3,106
U3126,2015-05-20-D09-CU-8,DE112N1,CU,NA,NA,5.2,76
U3127,2015-06-11-D09-CU-6,DE174N1,CU,NA,NA,7.7,92
U3128,2015-06-11-D09-CU-5,DE174N1,CU,NA,NA,11.2,105
U3129,2015-06-11-D09-CU-10,DE174N1,CU,NA,NA,10.2,106
U3130,2015-06-24-D09-CU-4,DE220N1,CU,NA,NA,14.6,116
U3131,2015-06-24-D09-CU-2,DE220N1,CU,NA,NA,13.9,113
U3132,2015-06-24-D09-CU-5,DE220N1,CU,NA,NA,25.6,137
U2660,2015-06-27-D09-CU-10,DE221N1,CU,NA,NA,12.5,109
U2661,2015-06-07-D09-CU-5,DE168N1,CU,NA,NA,18.2,124
U2662,2015-06-27-D09-CU-1,DE221N1,CU,NA,NA,10.2,101
U2663,2015-06-07-D09-CU-6,DE168N1,CU,NA,NA,22.1,133
U2664,2015-06-07-D09-CU-1,DE168N1,CU,NA,NA,21.8,132
U2665,2015-06-07-D09-CU-2,DE168N1,CU,NA,NA,16.6,121
U3221,2015-07-07-D09-PI-1,DE239N2,PI,NA,NA,20.4,128
U3222,2015-07-07-D09-PI-7,DE239N2,PI,NA,NA,25,137
U3133,2015-06-24-D09-CU-3,DE220N1,CU,NA,NA,24.5,134
U3134,2015-06-24-D09-CU-1,DE220N1,CU,NA,NA,17.6,125
U3135,2015-07-07-D09-CU-8,DE239N2,CU,NA,NA,15.8,117
U3136,2015-07-07-D09-CU-4,DE239N2,CU,NA,NA,22.5,131
U3137,2015-07-07-D09-CU-10,DE239N2,CU,NA,NA,28.3,137
U3138,2015-07-07-D09-CU-7,DE239N2,CU,NA,NA,20.3,131
U2538,2015-07-02-D09-PI-4,DE231N2,PI,NA,NA,15.9,121
U2539,2015-06-27-J09-PI-10,JE209N1,PI,NA,NA,22.5,133
U2540,2015-06-27-J09-PI-3,JE209N1,PI,NA,NA,22.6,135
U2541,2015-06-27-J09-PI-2,JE209N1,PI,NA,NA,23.7,128
U3223,2015-07-07-D09-PI-6,DE239N2,PI,NA,NA,36.6,152
U3224,2015-07-07-D09-PI-2,DE239N2,PI,NA,NA,NA,136
U3225,2015-07-02-D09-PI-3,DE231N2,PI,NA,NA,14.9,116
U3226,2015-06-11-D07-PI-1,DE175N1,PI,NA,NA,12.7,105
U3227,2015-06-11-D07-PI-2,DE175N1,PI,NA,NA,10.9,104
U3228,2015-06-27-J09-PI-6,JE209N1,PI,NA,NA,25.1,135
U3229,2015-07-02-D09-PI-6,DE231N2,PI,NA,NA,16.7,123
U3230,2015-06-03-D09-PI-1,DE154N1,PI,NA,NA,20.3,134
U3139,2015-07-07-D09-CU-9,DE239N2,CU,NA,NA,15.5,116
U3140,2015-06-27-D09-CU-7,DE221N1,CU,NA,NA,28.1,140
U3141,2015-06-07-D09-CU-10,DE168N1,CU,NA,NA,16.4,118
U3142,2015-06-05-D09-CU-2,DE162N1,CU,NA,NA,25.2,138
U3143,2015-06-05-D09-CU-10,DE162N1,CU,NA,NA,12.2,113
U3144,2015-06-20-D09-CU-8,DE206N1,CU,NA,NA,20.1,132
U3145,2015-07-02-D09-CU-5,DE231N2,CU,NA,NA,28.9,136
U3146,2015-06-27-D09-CU-2,DE221N1,CU,NA,NA,7.9,96
U3147,2015-06-20-D09-CU-2,DE206N1,CU,NA,NA,24.9,135
U3148,2015-06-05-D09-CU-9,DE162N1,CU,NA,NA,22.5,127
U3149,2015-07-02-D09-CU-8,DE231N2,CU,NA,NA,30.3,143
U3150,2015-06-20-D09-CU-3,DE206N1,CU,NA,NA,21.9,134
U3151,2015-06-05-D09-CU-1,DE162N1,CU,NA,NA,23.3,134
U3152,2015-07-02-D09-CU-4,DE231N2,CU,NA,NA,13.8,113
U3231,2015-06-11-D07-PI-3,DE175N1,PI,NA,NA,13.8,109
U3232,2015-06-27-J09-PI-5,JE209N1,PI,NA,NA,23.8,134
U3233,2015-06-27-J09-PI-9,JE209N1,PI,NA,NA,23.5,135
U3234,2015-07-02-D09-PI-7,DE231N2,PI,NA,NA,10.6,108
U3235,2015-07-02-D09-PI-5,DE231N2,PI,NA,NA,15.1,123
U3236,2015-07-02-D09-PI-2,DE231N2,PI,NA,NA,18.1,122
U3153,2015-06-09-D09-CU-1,DE170N2,CU,NA,NA,15,118
U3154,2015-07-02-D09-CU-3,DE231N2,CU,NA,NA,33.3,144
U3155,2015-07-02-D09-CU-6,DE231N2,CU,NA,NA,27.8,137
U3156,2015-06-09-D09-CU-3,DE170N2,CU,NA,NA,15.4,117
U3157,2015-07-06-D09-CU-8,DE236N1,CU,NA,NA,18.8,125
U2542,2015-06-01-D09-CU-10,DE151N1,CU,NA,NA,22.1,130
U2543,2015-06-09-D09-CU-8,DE170N2,CU,NA,NA,17.7,124
U2544,2015-06-01-D09-CU-8,DE151N1,CU,NA,NA,18.4,125
U3237,2015-06-27-J09-PI-1,JE209N1,PI,NA,NA,18.7,127
U3238,2015-06-27-J09-PI-8,JE209N1,PI,NA,NA,21.9,130
U3239,2015-05-26-J09-PI-1,JE118N1,PI,NA,NA,4,77
U3240,2015-06-27-J09-PI-4,JE209N1,PI,NA,NA,25.3,136
U3241,2015-05-20-D09-CO-1,DE112N1,CO,NA,NA,36.5,147
U3242,2015-06-14-D09-HE-1,DE183N2,HE,NA,NA,17.4,123
U3243,2015-06-20-D09-HE-2,DE206N1,HE,NA,NA,22.1,131
U3158,2015-06-09-D09-CU-2,DE170N2,CU,NA,NA,20.7,126
U3159,2015-07-06-D09-CU-9,DE236N1,CU,NA,NA,19.9,128
U3160,2015-07-06-D09-CU-7,DE236N1,CU,NA,NA,39.5,152
U3161,2015-07-06-D09-CU-5,DE236N1,CU,NA,NA,26.9,140
U3162,2015-06-07-D09-HE-1,DE168N1,HE,NA,NA,18.4,123
U3163,2015-06-28-J02-HE-3,JE210N2,HE,NA,NA,69.8,187
U3164,2015-06-19-J02-HE-4,JE191N1,HE,NA,NA,26.2,132
U2666,2015-06-09-D09-CU-4,DE170N2,CU,NA,NA,18.5,129
U2667,2015-07-06-D09-CU-1,DE236N1,CU,NA,NA,26.9,136
U3244,2015-06-20-D09-HE-3,DE206N1,HE,NA,NA,23.7,143
U3245,2015-06-20-D09-HE-10,DE206N1,HE,NA,NA,17.5,125
U3246,2015-06-20-D09-HE-9,DE206N1,HE,NA,NA,15.7,119
U3247,2015-06-20-D09-HE-8,DE206N1,HE,NA,NA,18.9,130
U3248,2015-05-28-D09-HE-3,DE139N1,HE,NA,NA,11.7,113
U3249,2015-06-14-D09-HE-2,DE183N2,HE,NA,NA,15.7,120
U3250,2015-07-02-D09-HE-4,DE231N2,HE,NA,NA,19.1,124
U3251,2015-07-02-D09-HE-3,DE231N2,HE,NA,NA,16.6,122
U3252,2015-07-02-D09-HE-2,DE231N2,HE,NA,NA,19.6,134
U3253,2015-07-02-D09-HE-10,DE231N2,HE,NA,NA,18.5,124
U3254,2015-07-02-D09-HE-1,DE231N2,HE,NA,NA,23.8,134
U3255,2015-07-06-D09-HE-6,DE236N1,HE,NA,NA,19.5,123
U3165,2015-06-28-J02-HE-5,JE210N2,HE,NA,NA,20.8,125
U3166,2015-06-28-J02-HE-1,JE210N2,HE,NA,NA,19.5,125
U3167,2015-06-28-J02-HE-2,JE210N2,HE,NA,NA,31.9,148
U3168,2015-06-19-J02-HE-1,JE191N1,HE,NA,NA,46.6,169
U3169,2015-06-27-J09-HE-4,JE209N1,HE,NA,NA,21,128
U3170,2015-06-27-J09-HE-6,JE209N1,HE,NA,NA,25.6,142
U3171,2015-06-27-J09-HE-5,JE209N1,HE,NA,NA,25.9,131
U3172,2015-05-27-J09-HE-1,JE122N2,HE,NA,NA,15.4,120
U3173,2015-06-19-J02-HE-5,JE191N1,HE,NA,NA,16.1,120
U3174,2015-06-19-J02-HE-2,JE191N1,HE,NA,NA,32.9,143
U2545,2015-06-01-D09-CU-6,DE151N1,CU,NA,NA,18.5,124
U2546,2015-06-01-D09-CU-7,DE151N1,CU,NA,NA,10.1,104
U2547,2015-06-01-D09-CU-3,DE151N1,CU,NA,NA,11,106
U2548,2015-06-23-J02-CU-10,JE201N3,CU,NA,NA,28.4,143
U3256,2015-05-28-D09-HE-2,DE139N1,HE,NA,NA,14.7,119
U3257,2015-07-06-D09-HE-2,DE236N1,HE,NA,NA,20.6,128
U3175,2015-05-27-J09-HE-2,JE122N2,HE,NA,NA,17.4,115
U3176,2015-06-27-J09-HE-9,JE209N1,HE,NA,NA,26.3,138
U3177,2015-06-28-J02-HE-4,JE210N2,HE,NA,NA,26.6,133
U3178,2015-06-18-D09-HE-1,DE199N1,HE,NA,NA,22.4,126
U3179,2015-07-01-J09-HE-1,JE218N1,HE,NA,NA,25.1,134
U3180,2015-06-18-D09-HE-5,DE199N1,HE,NA,NA,18.8,120
U3181,2015-06-18-D09-HE-6,DE199N1,HE,NA,NA,16.4,118
U3182,2015-07-01-J09-HE-6,JE218N1,HE,NA,NA,22.9,128
U3183,2015-07-01-J09-HE-5,JE218N1,HE,NA,NA,28.6,139
U3184,2015-07-01-J09-HE-9,JE218N1,HE,NA,NA,27,135
U3185,2015-06-18-D09-HE-3,DE199N1,HE,NA,NA,17.4,118
U3186,2015-07-01-J09-HE-7,JE218N1,HE,NA,NA,26.2,139
U3258,2015-07-06-D09-HE-4,DE236N1,HE,NA,NA,22.5,132
U3259,2015-06-09-D09-HE-1,DE170N2,HE,NA,NA,15.7,123
U3260,2015-06-03-D09-HE-2,DE154N1,HE,NA,NA,19.6,125
U3261,2015-06-03-D09-HE-5,DE154N1,HE,NA,NA,17.8,125
U3262,2015-06-09-D09-HE-2,DE170N2,HE,NA,NA,17.5,124
U3187,2015-06-18-D09-HE-4,DE199N1,HE,NA,NA,19.9,126
U3188,2015-06-03-J09-HE-5,JE145N1,HE,NA,NA,26.6,138
U3189,2015-05-26-J09-HE-1,JE118N1,HE,NA,NA,8.8,99
U3190,2015-07-01-J09-HE-2,JE218N1,HE,NA,NA,22.5,130
U3191,2015-07-01-J09-HE-3,JE218N1,HE,NA,NA,27.6,137
U3192,2015-06-27-J09-HE-10,JE209N1,HE,NA,NA,29.8,143
U2668,2015-07-01-J09-HE-4,JE218N1,HE,NA,NA,24.1,136
U2669,2015-06-19-J02-HE-6,JE191N1,HE,NA,NA,58.1,167
U3263,2015-06-09-D09-HE-3,DE170N2,HE,NA,NA,10.1,108
U3264,2015-07-06-D09-HE-1,DE236N1,HE,NA,NA,24.1,134
U3265,2015-07-06-D09-HE-7,DE236N1,HE,NA,NA,22.9,132
U3266,2015-06-03-D09-HE-1,DE154N1,HE,NA,NA,16.3,121
U3267,2015-05-20-D09-HE-3,DE112N1,HE,NA,NA,14.4,114
U3268,2015-05-20-D09-HE-2,DE112N1,HE,NA,NA,8.9,107
U3269,2015-05-20-D09-HE-7,DE112N1,HE,NA,NA,14.6,120
U3193,2015-06-03-J09-HE-1,JE145N1,HE,NA,NA,16.4,128
U3194,2015-06-03-J09-HE-3,JE145N1,HE,NA,NA,13.7,115
U3195,2015-07-01-J09-HE-8,JE218N1,HE,NA,NA,22.2,135
U2549,2015-06-05-D09-HE-1,DE162N1,HE,NA,NA,18.5,123
U2550,2015-06-03-D09-HE-4,DE154N1,HE,NA,NA,33.8,144
U2935,2015-05-16-D07-HE-10,DE107N1,HE,NA,NA,17.1,NA
U2936,2015-05-16-D07-HE-6,DE107N1,HE,NA,NA,12.5,112
U2937,2015-06-19-J09-HE-1,JE189N2,HE,NA,NA,17.2,124
U2938,2015-06-16-J09-HE-5,JE181N2,HE,NA,NA,23,NA
U2939,2015-06-03-J09-HE-2,JE145N1,HE,NA,NA,23.3,NA
U3270,2015-05-20-D09-HE-10,DE112N1,HE,NA,NA,15.1,117
U3271,2015-05-28-D09-HE-1,DE139N1,HE,NA,NA,12.5,114
U3272,2015-06-01-D09-HE-2,DE151N1,HE,NA,NA,15.1,117
U3273,2015-06-01-D09-HE-3,DE151N1,HE,NA,NA,14.4,116
U3274,2015-05-20-D09-HE-8,DE112N1,HE,NA,NA,10.6,108
U3275,2015-06-22-D09-HE-1,DE214N1,HE,NA,NA,10.7,109
U3276,2015-06-22-D09-HE-3,DE214N1,HE,NA,NA,16.5,122
U3277,2015-06-22-D09-HE-4,DE214N1,HE,NA,NA,9.8,106
U3278,2015-06-22-D09-HE-2,DE214N1,HE,NA,NA,14.7,122
U3279,2015-06-01-D09-HE-1,DE151N1,HE,NA,NA,15.2,119
U3280,2015-06-03-D09-HE-3,DE154N1,HE,NA,NA,16.8,126
U2940,2015-05-16-D07-HE-3,DE107N1,HE,NA,NA,21.3,129
U2941,2015-06-16-J09-HE-6,JE181N2,HE,NA,NA,19.3,128
U2942,2015-06-16-J09-HE-4,JE181N2,HE,NA,NA,22.9,133
U2943,2015-06-03-J09-HE-4,JE145N1,HE,NA,NA,20,125
U2944,2015-06-16-J09-HE-2,JE181N2,HE,NA,NA,24.3,133
U2945,2015-06-16-J02-HE-1,JE180N2,HE,NA,NA,16.7,117
U2946,2015-06-16-J09-HE-10,JE181N2,HE,NA,NA,26.6,NA
U2947,2016-06-09-J02-CU-1,JE264N1,CU,NA,NA,20,NA
U3281,2015-05-16-D07-HE-5,DE107N1,HE,NA,NA,21.4,130
U3282,2015-07-07-D09-HE-3,DE239N2,HE,NA,NA,18.8,131
U3283,2015-07-07-D09-HE-1,DE239N2,HE,NA,NA,20.9,127
U3284,2015-07-07-D09-HE-2,DE239N2,HE,NA,NA,22.5,132
U3285,2015-05-16-D07-HE-8,DE107N1,HE,NA,NA,26.9,137
U2948,2016-06-09-J02-CU-6,JE264N1,CU,NA,NA,15.8,117
U2949,2016-06-09-J02-CU-5,JE264N1,CU,NA,NA,27,134
U2950,2016-06-09-J02-CU-4,JE264N1,CU,NA,NA,16.3,116
U2951,2016-06-09-J02-CU-3,JE264N1,CU,NA,NA,16.7,118
U2952,2016-06-21-D09-CU-4,DE329N2,CU,NA,NA,11.9,108
U3286,2016-06-18-J09-PI-7,JE274N2,PI,NA,NA,14.5,118
U3287,2016-06-18-J09-PI-6,JE274N2,PI,NA,NA,10.9,109
U3288,2016-06-18-J09-PI-9,JE274N2,PI,NA,NA,7.7,99
U3196,2016-06-09-J02-CU-9,JE264N1,CU,NA,NA,23.5,131
U3197,2016-06-09-J02-CU-7,JE264N1,CU,NA,NA,23.8,130
U3198,2016-06-09-J02-CU-2,JE264N1,CU,NA,NA,22.7,122
U3199,2016-06-09-J02-CU-8,JE264N1,CU,NA,NA,25,130
U3200,2016-06-09-J02-CU-10,JE264N1,CU,NA,NA,14.3,104
U2953,2016-06-21-D09-CU-3,DE329N2,CU,NA,NA,8.7,101
U2954,2016-06-21-D09-CU-2,DE329N2,CU,NA,NA,10.4,102
U2955,2016-06-21-D09-CU-8,DE329N2,CU,NA,NA,11.1,108
U2956,2016-06-21-D09-CU-7,DE329N2,CU,NA,NA,6.6,84
U2957,2016-06-21-D09-CU-10,DE329N2,CU,NA,NA,10.8,107
U2958,2016-07-04-J09-CU-4,JE298N1,CU,NA,NA,13.4,114
U2959,2016-07-04-J09-CU-10,JE298N1,CU,NA,NA,14.7,116
U2960,2016-07-04-J09-CU-1,JE298N1,CU,NA,NA,7,93
U2961,2016-07-04-J09-CU-6,JE298N1,CU,NA,NA,13.6,113
U2962,2016-07-04-J09-CU-9,JE298N1,CU,NA,NA,13,109
U3289,2016-06-18-J09-PI-1,JE274N2,PI,NA,NA,11.4,111
U3290,2016-06-18-J09-PI-3,JE274N2,PI,NA,NA,12.6,113
U3291,2016-06-18-J09-PI-4,JE274N2,PI,NA,NA,10.4,106
U3292,2016-06-18-J09-PI-2,JE274N2,PI,NA,NA,10.3,106
U3293,2016-06-18-J09-PI-5,JE274N2,PI,NA,NA,14.6,122
U3294,2016-07-04-J09-PI-9,JE298N1,PI,NA,NA,15.3,122
U3295,2016-07-04-J09-PI-3,JE298N1,PI,NA,NA,17.8,125
U3296,2016-07-04-J09-PI-2,JE298N1,PI,NA,NA,17,122
U3297,2016-07-04-J09-PI-1,JE298N1,PI,NA,NA,15.5,119
U3298,2016-07-04-J09-PI-4,JE298N1,PI,NA,NA,14.3,115
U3299,2016-07-04-J09-PI-10,JE298N1,PI,NA,NA,15.5,121
U3300,2016-07-04-J09-PI-7,JE298N1,PI,NA,NA,16.2,118
U3401,2016-07-04-J09-PI-5,JE298N1,PI,NA,NA,15,117
U3402,2016-07-04-J09-PI-8,JE298N1,PI,NA,NA,17,124
U3403,2016-07-04-J09-PI-6,JE298N1,PI,NA,NA,13.8,115
U3404,2016-06-21-D09-PI-8,DE329N2,PI,NA,NA,11.8,112
U3405,2016-06-21-D09-PI-4,DE329N2,PI,NA,NA,8.4,103
U3406,2016-06-21-D09-PI-5,DE329N2,PI,NA,NA,13,112
U2981,2016-06-21-D09-CU-5,DE329N2,CU,NA,NA,10,102
U2982,2016-06-21-D09-CU-9,DE329N2,CU,NA,NA,9.3,99
U2983,2016-06-21-D09-CU-6,DE329N2,CU,NA,NA,9.6,98
U2984,2016-06-21-D09-CU-1,DE329N2,CU,NA,NA,13.2,109
U2985,2016-07-04-J09-CU-3,JE298N1,CU,NA,NA,18.5,122
U2986,2016-07-04-J09-CU-2,JE298N1,CU,NA,NA,14.6,118
U2963,2016-06-07-D09-CU-1,DE301N1,CU,NA,NA,12.4,111
U2964,2016-06-07-D09-CU-6,DE301N1,CU,NA,NA,11.6,107
U2965,2016-06-07-D09-CU-2,DE301N1,CU,NA,NA,15,117
U2987,2016-07-04-J09-CU-8,JE298N1,CU,NA,NA,18.1,120
U2988,2016-07-04-J09-CU-7,JE298N1,CU,NA,NA,13.7,114
U2989,2016-07-04-J09-CU-5,JE298N1,CU,NA,NA,16,116
U2990,2016-06-07-D09-CU-5,DE301N1,CU,NA,NA,17.8,126
U2991,2016-06-07-D09-CU-7,DE301N1,CU,NA,NA,11.7,110
U2992,2016-06-07-D09-CU-4,DE301N1,CU,NA,NA,12.6,110
U2993,2016-06-07-D09-CU-8,DE301N1,CU,NA,NA,8.2,92
U2994,2016-06-07-D09-CU-10,DE301N1,CU,NA,NA,9.3,99
U2995,2016-06-07-D09-CU-3,DE301N1,CU,NA,NA,7.7,89
U2996,2016-06-07-D09-CU-9,DE301N1,CU,NA,NA,14.2,114
U2997,2016-06-09-D08-CU-5,DE307N1,CU,NA,NA,12,105
U2998,2016-06-09-D08-CU-6,DE307N1,CU,NA,NA,11.5,104
U2999,2016-06-09-D08-CU-4,DE307N1,CU,NA,NA,8.9,97
U3000,2016-06-09-D08-CU-7,DE307N1,CU,NA,NA,12.6,112
U3301,2016-06-09-D08-CU-10,DE307N1,CU,NA,NA,11.4,108
U3302,2016-06-09-D08-CU-1,DE307N1,CU,NA,NA,11.7,107
U3303,2016-06-09-D08-CU-9,DE307N1,CU,NA,NA,9.6,102
U3304,2016-06-09-D08-CU-3,DE307N1,CU,NA,NA,10.5,103
U3305,2016-06-09-D08-CU-2,DE307N1,CU,NA,NA,10.7,103
U3306,2016-06-09-D08-CU-8,DE307N1,CU,NA,NA,6.5,89
U3307,2016-06-24-J02-CU-5,JE288N1,CU,NA,NA,18.7,123
U2551,2016-06-18-J09-PI-10,JE274N2,PI,NA,NA,12.8,113
U2552,2016-06-18-J09-PI-8,JE274N2,PI,NA,NA,10.2,105
U2553,2016-06-07-D22-PI-2,DE302N1,PI,NA,NA,9.6,101
U2554,2016-06-07-D22-PI-3,DE302N1,PI,NA,NA,10.5,105
U2555,2016-06-07-D22-PI-1,DE302N1,PI,NA,NA,7.8,95
U3407,2016-06-21-D09-PI-1,DE329N2,PI,NA,NA,7,97
U3408,2016-06-21-D09-PI-6,DE329N2,PI,NA,NA,11.9,109
U3409,2016-06-21-D09-PI-2,DE329N2,PI,NA,NA,14,117
U3410,2016-06-21-D09-PI-7,DE329N2,PI,NA,NA,9.9,104
U3411,2016-06-21-D09-PI-10,DE329N2,PI,NA,NA,13.9,117
U3412,2016-06-21-D09-PI-3,DE329N2,PI,NA,NA,11.3,111
U3413,2016-06-21-D09-PI-9,DE329N2,PI,NA,NA,11.6,111
U3414,2016-06-07-D22-PI-6,DE302N1,PI,NA,NA,7.1,96
U3415,2016-06-07-D22-PI-5,DE302N1,PI,NA,NA,10.8,106
U3416,2016-06-07-D22-PI-9,DE302N1,PI,NA,NA,8.3,101
U3417,2016-06-07-D22-PI-4,DE302N1,PI,NA,NA,9.7,102
U3418,2016-06-07-D22-PI-7,DE302N1,PI,NA,NA,13.6,114
U2966,2016-06-24-J02-CU-4,JE288N1,CU,NA,NA,15.1,118
U2967,2016-06-24-J02-CU-3,JE288N1,CU,NA,NA,16.7,121
U2968,2016-06-24-J02-CU-10,JE288N1,CU,NA,NA,14.9,118
U2969,2016-06-24-J02-CU-9,JE288N1,CU,NA,NA,16.2,122
U2970,2016-05-27-D09-CU-3,DE290N2,CU,NA,NA,18.2,122
U2971,2016-05-27-D09-CU-9,DE290N2,CU,NA,NA,8.3,96
U2972,2016-05-27-D09-CU-5,DE290N2,CU,NA,NA,17.4,122
U2973,2016-05-27-D09-CU-10,DE290N2,CU,NA,NA,15.9,119
U2974,2016-05-27-D09-CU-7,DE290N2,CU,NA,NA,11.3,107
U3419,2016-06-07-D22-PI-10,DE302N1,PI,NA,NA,6.5,93
U3420,2016-07-06-D09-PI-7,DE361N2,PI,NA,NA,23.7,132
U3421,2016-07-06-D09-PI-3,DE361N2,PI,NA,NA,25.1,140
U3422,2016-07-06-D09-PI-2,DE361N2,PI,NA,NA,24.7,136
U3423,2016-07-06-D09-PI-6,DE361N2,PI,NA,NA,23.2,135
U3424,2016-07-06-D09-PI-10,DE361N2,PI,NA,NA,18.6,127
U3425,2016-07-06-D09-PI-5,DE361N2,PI,NA,NA,17.5,125
U3308,2016-06-24-J02-CU-6,JE288N1,CU,NA,NA,16,120
U3309,2016-06-24-J02-CU-8,JE288N1,CU,NA,NA,16.9,119
U3310,2016-06-24-J02-CU-7,JE288N1,CU,NA,NA,21,124
U3311,2016-06-24-J02-CU-2,JE288N1,CU,NA,NA,15.4,115
U3312,2016-06-24-J02-CU-1,JE288N1,CU,NA,NA,14.8,110
U3313,2016-05-27-D09-CU-8,DE290N2,CU,NA,NA,13.5,113
U3314,2016-05-27-D09-CU-6,DE290N2,CU,NA,NA,12.9,110
U3315,2016-05-27-D09-CU-2,DE290N2,CU,NA,NA,5.5,84
U3426,2016-07-06-D09-PI-8,DE361N2,PI,NA,NA,24.2,133
U3427,2016-07-06-D09-PI-4,DE361N2,PI,NA,NA,16.5,122
U3428,2016-07-06-D09-PI-1,DE361N2,PI,NA,NA,18.7,125
U3429,2016-07-06-D09-PI-9,DE361N2,PI,NA,NA,19.8,129
U3430,2016-06-09-D08-PI-9,DE307N1,PI,NA,NA,11.2,104
U3431,2016-06-09-D08-PI-3,DE307N1,PI,NA,NA,8.4,97
U3432,2016-06-09-D08-PI-1,DE307N1,PI,NA,NA,9.8,100
U3316,2016-05-27-D09-CU-4,DE290N2,CU,NA,NA,3.7,74
U3317,2016-05-27-D09-CU-1,DE290N2,CU,NA,NA,8.3,95
U3318,2016-05-23-D09-CU-8,DE277N1,CU,NA,NA,6.2,88
U3319,2016-05-23-D09-CU-5,DE277N1,CU,NA,NA,8.9,98
U3320,2016-05-23-D09-CU-9,DE277N1,CU,NA,NA,5.2,81
U3321,2016-05-23-D09-CU-2,DE277N1,CU,NA,NA,4.1,75
