occurrenceID,occurrenceStatus,basisOfRecord,organismID,eventDate,decimalLatitude,decimalLongitude,geodeticDatum,scientificName,scientificNameID,eventID,samplingProtocol,kingdom,taxonRank,lifeStage,sex,associatedReferences,coordinateUncertaintyInMeters,dataGeneralizations
ioos_atn_38553_2011-10-09T20:17:48Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-09T20:17:48Z,70.433,-163.844,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-09T20:17:48Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,first of 2 records.
ioos_atn_38553_2011-10-10T00:31:49Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-10T00:31:49Z,70.374,-164.024,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-10T00:31:49Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 2 records.
ioos_atn_38553_2011-10-10T01:35:53Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-10T01:35:53Z,70.354,-164.042,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-10T01:35:53Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 3 records.
ioos_atn_38553_2011-10-10T02:45:29Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-10T02:45:29Z,70.345,-164.066,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-10T02:45:29Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,
ioos_atn_38553_2011-10-10T04:24:13Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-10T04:24:13Z,70.322,-164.034,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-10T04:24:13Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,first of 2 records.
ioos_atn_38553_2011-10-10T06:07:55Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-10T06:07:55Z,70.285,-164.118,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-10T06:07:55Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,first of 3 records.
ioos_atn_38553_2011-10-10T07:51:45Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-10T07:51:45Z,70.289,-164.145,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-10T07:51:45Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,first of 2 records.
ioos_atn_38553_2011-10-10T13:02:32Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-10T13:02:32Z,70.22,-164.256,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-10T13:02:32Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-11T01:54:17Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-11T01:54:17Z,70.067,-164.33,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-11T01:54:17Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-11T02:30:02Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-11T02:30:02Z,70.066,-164.356,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-11T02:30:02Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-11T04:12:50Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-11T04:12:50Z,70.052,-164.367,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-11T04:12:50Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 3 records.
ioos_atn_38553_2011-10-11T05:47:36Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-11T05:47:36Z,70.031,-164.399,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-11T05:47:36Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 3 records.
ioos_atn_38553_2011-10-11T06:10:17Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-11T06:10:17Z,70.02,-164.41,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-11T06:10:17Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,
ioos_atn_38553_2011-10-12T00:31:30Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-12T00:31:30Z,70.074,-164.437,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-12T00:31:30Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 2 records.
ioos_atn_38553_2011-10-12T03:44:13Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-12T03:44:13Z,70.051,-164.378,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-12T03:44:13Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-12T05:21:13Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-12T05:21:13Z,70.041,-164.377,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-12T05:21:13Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 3 records.
ioos_atn_38553_2011-10-12T07:02:37Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-12T07:02:37Z,70.048,-164.351,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-12T07:02:37Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,
ioos_atn_38553_2011-10-13T00:29:13Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-13T00:29:13Z,69.979,-164.746,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-13T00:29:13Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 2 records.
ioos_atn_38553_2011-10-13T01:46:11Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-13T01:46:11Z,69.968,-164.814,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-13T01:46:11Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 3 records.
ioos_atn_38553_2011-10-13T03:53:43Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-13T03:53:43Z,69.942,-164.881,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-13T03:53:43Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-13T05:33:21Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-13T05:33:21Z,69.93,-164.982,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-13T05:33:21Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 2 records.
ioos_atn_38553_2011-10-13T12:28:12Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-13T12:28:12Z,69.869,-165.292,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-13T12:28:12Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-10-13T15:51:15Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-13T15:51:15Z,69.895,-165.476,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-13T15:51:15Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-13T17:41:36Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-13T17:41:36Z,69.903,-165.509,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-13T17:41:36Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-13T18:37:53Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-13T18:37:53Z,69.912,-165.546,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-13T18:37:53Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-10-14T00:15:05Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-14T00:15:05Z,69.995,-165.683,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-14T00:15:05Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-14T01:51:13Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-14T01:51:13Z,70.005,-165.735,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-14T01:51:13Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 2 records.
ioos_atn_38553_2011-10-14T03:36:45Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-14T03:36:45Z,70.009,-165.849,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-14T03:36:45Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-14T05:08:51Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-14T05:08:51Z,70.012,-165.922,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-14T05:08:51Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,
ioos_atn_38553_2011-10-14T06:48:13Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-14T06:48:13Z,70.025,-165.914,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-14T06:48:13Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 2 records.
ioos_atn_38553_2011-10-14T07:04:21Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-14T07:04:21Z,70.028,-165.887,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-14T07:04:21Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,
ioos_atn_38553_2011-10-14T08:00:16Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-14T08:00:16Z,70.035,-165.863,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-14T08:00:16Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,first of 2 records.
ioos_atn_38553_2011-10-15T00:07:48Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-15T00:07:48Z,69.941,-166.043,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-15T00:07:48Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 2 records.
ioos_atn_38553_2011-10-15T04:10:52Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-15T04:10:52Z,69.867,-165.936,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-15T04:10:52Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 3 records.
ioos_atn_38553_2011-10-15T05:07:23Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-15T05:07:23Z,69.847,-165.926,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-15T05:07:23Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,first of 2 records.
ioos_atn_38553_2011-10-15T13:50:42Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-15T13:50:42Z,69.651,-165.808,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-15T13:50:42Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-10-15T14:59:21Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-15T14:59:21Z,69.622,-165.873,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-15T14:59:21Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-15T16:15:03Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-15T16:15:03Z,69.601,-165.888,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-15T16:15:03Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-10-15T20:36:05Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-15T20:36:05Z,69.487,-165.878,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-15T20:36:05Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-10-16T02:07:56Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-16T02:07:56Z,69.351,-165.798,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-16T02:07:56Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-16T04:57:44Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-16T04:57:44Z,69.328,-165.818,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-16T04:57:44Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-10-16T11:27:46Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-16T11:27:46Z,69.279,-165.773,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-16T11:27:46Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-16T12:04:10Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-16T12:04:10Z,69.272,-165.773,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-16T12:04:10Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 2 records.
ioos_atn_38553_2011-10-17T01:47:12Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-17T01:47:12Z,68.941,-165.597,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-17T01:47:12Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 2 records.
ioos_atn_38553_2011-10-17T03:04:22Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-17T03:04:22Z,68.898,-165.539,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-17T03:04:22Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,first of 2 records.
ioos_atn_38553_2011-10-17T04:12:46Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-17T04:12:46Z,68.866,-165.455,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-17T04:12:46Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,
ioos_atn_38553_2011-10-17T05:46:28Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-17T05:46:28Z,68.863,-165.315,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-17T05:46:28Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,
ioos_atn_38553_2011-10-17T06:46:05Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-17T06:46:05Z,68.871,-165.252,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-17T06:46:05Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,first of 2 records.
ioos_atn_38553_2011-10-17T07:27:15Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-17T07:27:15Z,68.884,-165.134,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-17T07:27:15Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-10-17T08:09:30Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-17T08:09:30Z,68.885,-165.248,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-17T08:09:30Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 2 records.
ioos_atn_38553_2011-10-17T09:08:13Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-17T09:08:13Z,68.893,-165.231,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-17T09:08:13Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,
ioos_atn_38553_2011-10-18T21:06:28Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-18T21:06:28Z,68.395,-167.053,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-18T21:06:28Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 2 records.
ioos_atn_38553_2011-10-18T23:21:47Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-18T23:21:47Z,68.392,-167.165,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-18T23:21:47Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-19T00:09:54Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-19T00:09:54Z,68.385,-167.24,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-19T00:09:54Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 2 records.
ioos_atn_38553_2011-10-19T01:03:52Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-19T01:03:52Z,68.377,-167.28,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-19T01:03:52Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-10-19T03:30:48Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-19T03:30:48Z,68.342,-167.368,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-19T03:30:48Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-10-19T05:04:51Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-19T05:04:51Z,68.318,-167.409,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-19T05:04:51Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-19T06:45:16Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-19T06:45:16Z,68.309,-167.398,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-19T06:45:16Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,10000,
ioos_atn_38553_2011-10-19T07:40:46Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-19T07:40:46Z,68.318,-167.434,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-19T07:40:46Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,first of 2 records.
ioos_atn_38553_2011-10-19T08:27:16Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-19T08:27:16Z,68.339,-167.446,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-19T08:27:16Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,250,
ioos_atn_38553_2011-10-19T10:08:31Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-19T10:08:31Z,68.37,-167.464,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-19T10:08:31Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,
ioos_atn_38553_2011-10-20T01:26:36Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-20T01:26:36Z,68.15,-167.661,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-20T01:26:36Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-20T04:50:52Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-20T04:50:52Z,68.076,-167.701,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-20T04:50:52Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-20T05:33:55Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-20T05:33:55Z,68.064,-167.716,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-20T05:33:55Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,
ioos_atn_38553_2011-10-20T11:17:40Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-20T11:17:40Z,67.946,-167.876,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-20T11:17:40Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-20T14:04:09Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-20T14:04:09Z,67.909,-167.853,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-20T14:04:09Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-20T17:55:10Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-20T17:55:10Z,67.855,-167.755,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-20T17:55:10Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,500,
ioos_atn_38553_2011-10-21T03:58:17Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-21T03:58:17Z,67.717,-167.331,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-21T03:58:17Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-21T04:29:40Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-21T04:29:40Z,67.728,-167.298,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-21T04:29:40Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,
ioos_atn_38553_2011-10-21T05:13:37Z_0.0_bearded_seal,present,MachineObservation,137079_bearded_seal,2011-10-21T05:13:37Z,67.724,-167.307,EPSG:4326,Erignathus barbatus,urn:lsid:marinespecies.org:taxname:137079,38553_bearded_seal_2011-10-21T05:13:37Z,satellite telemetry,Animalia,Species,sub-adult,male,https://doi.org/10.25921/wp4e-ph20,1500,first of 3 records.
