Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal _degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Accepted_Organism_Identification,Life_Stage,APHIA_ID,Abundance_[#/m3],Biomass_[mg dw/m3]
AMBON2017,ML1.3,BONGO_505UM_MICROSCOPY,2017-08-17T20:46,-163.3998,70.2677,32,57,29,Parasagitta elegans, ,105440,0.587,0.0643
AMBON2017,ML1.3,BONGO_505UM_MICROSCOPY,2017-08-17T20:46,-163.3998,70.2677,32,57,29,Clione limacina, ,139178,0.151,0.101
AMBON2017,ML1.3,BONGO_505UM_MICROSCOPY,2017-08-17T20:46,-163.3998,70.2677,32,57,29,Calanus glacialis/marshallae, ,104465,0.606,0.1576
AMBON2017,ML1.3,BONGO_505UM_MICROSCOPY,2017-08-17T20:46,-163.3998,70.2677,32,57,29,Paguridae,zoea,106738,0.511,0.2504
AMBON2017,ML1.3,BONGO_505UM_MICROSCOPY,2017-08-17T20:46,-163.3998,70.2677,32,57,29,Melicertum octocostatum, ,117743,0.189,0.2742
AMBON2017,ML1.3,BONGO_505UM_MICROSCOPY,2017-08-17T20:46,-163.3998,70.2677,32,57,29,Aglantha digitale, ,117849,0.114,0.7101
AMBON2017,ML1.3,BONGO_505UM_MICROSCOPY,2017-08-17T20:46,-163.3998,70.2677,32,57,29,Pisces,larvae,11676,0.019,n/a
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Eucalanus bungii, ,196775,0.051,0.0005
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Centropages abdominalis, ,196774,0.025,0.0007
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Pseudocalanus, ,104165,0.051,0.0009
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Hyperia, ,101796,0.051,0.0012
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Clione limacina, ,139178,0.025,0.0081
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Euphausiacea,furcilia,1128,0.253,0.0243
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Calanus glacialis/marshallae, ,104465,0.101,0.0269
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Hyperoche medusarum, ,103256,0.025,0.0573
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Brachyura,zoea,106673,0.329,0.1053
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Catablema, ,117180,0.329,0.1988
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Decapoda,megalopa,1130,0.177,0.2485
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Paguridae,zoea,106738,0.682,0.4825
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Parasagitta elegans, ,105440,2.78,0.6323
AMBON2017,ML1.4,BONGO_505UM_MICROSCOPY,2017-08-17T23:23,-163.7713,70.3973,37,58,34,Mitrocomella polydiademata, ,117755,0.303,1.4455
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Eucalanus bungii, ,196775,0.02,0.0003
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Pseudocalanus, ,104165,0.02,0.0004
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Cumacea, ,1137,0.079,0.0091
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Brachyura,zoea,106673,0.118,0.0187
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Catablema, ,117180,0.02,0.0225
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Hyperia, ,101796,0.059,0.0271
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Mertensia ovum, ,106377,0.02,0.0644
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Melicertum octocostatum, ,117743,0.079,0.072
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Clione limacina, ,139178,0.039,0.0957
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Euphausiacea,furcilia,1128,0.885,0.1042
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Mysida, ,149668,0.02,0.1167
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Paguridae,zoea,106738,0.236,0.1704
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Gammaridae, ,101383,1.022,0.2137
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Decapoda,megalopa,1130,0.256,0.2663
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Hippolytidae, ,106777,0.197,0.9407
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Parasagitta elegans, ,105440,3.303,1.0042
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Mitrocomella polydiademata, ,117755,0.413,1.298
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Calanus glacialis/marshallae, ,104465,4.561,1.3425
AMBON2017,ML1.5,BONGO_505UM_MICROSCOPY,2017-08-18T02:23,-164.1307,70.5239,45,59,42,Isopoda, ,1131,0.02,n/a
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Pseudocalanus mimus, ,355067,0.01,0.00001
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Gammaridae, ,101383,0.01,0.0001
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Pseudocalanus, ,104165,0.01,0.0001
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Bougainvillia superciliaris, ,117333,0.01,0.0004
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Cumacea, ,1137,0.019,0.0021
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Cirripedia,cyprid,1082,0.152,0.0032
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Mitrocomella polydiademata, ,117755,0.485,0.0117
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Euphausiacea,furcilia,1128,0.124,0.0142
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Hippolytidae, ,106777,0.038,0.0217
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Hyperia, ,101796,0.076,0.0303
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Decapoda,megalopa,1130,0.029,0.0626
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Clione limacina, ,139178,0.095,0.1021
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Mertensia ovum, ,106377,0.019,0.1052
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Brachyura,zoea,106673,0.523,0.1063
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Paguridae,zoea,106738,0.133,0.1199
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Melicertum octocostatum, ,117743,0.133,0.1871
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Parasagitta elegans, ,105440,0.58,0.2178
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Bolinopsis infundibulum, ,106939,0.029,1.1598
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Calanus glacialis/marshallae, ,104465,6.925,2.2596
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Aglantha digitale, ,117849,0.39,2.4031
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Beroe, ,106331,0.01,2.443
AMBON2017,ML1.6,BONGO_505UM_MICROSCOPY,2017-08-18T06:01,-164.4836,70.6464,47,60,44,Pisces,larvae,11676,0.01,n/a
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Cirripedia,cyprid,1082,0.01,0.0006
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Epilabidocera longipedata, ,346398,0.01,0.001
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Hyperia, ,101796,0.059,0.0224
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Bougainvillia superciliaris, ,117333,0.01,0.0427
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Hippolytidae, ,106777,0.068,0.0438
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Euphausiacea,furcilia,1128,0.293,0.0513
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Clione limacina, ,139178,0.039,0.0551
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Parasagitta elegans, ,105440,0.225,0.0559
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Calanus glacialis/marshallae, ,104465,0.645,0.2125
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Melicertum octocostatum, ,117743,0.147,0.2501
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Mitrocomella polydiademata, ,117755,0.499,0.3553
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Mertensia ovum, ,106377,0.02,0.402
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Decapoda,megalopa,1130,0.313,0.4212
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Paguridae,zoea,106738,0.508,0.4313
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Aglantha digitale, ,117849,0.088,0.6335
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Brachyura,zoea,106673,3.91,0.7443
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Aurelia, ,135263,0.01,7.2
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Beroe, ,106331,0.068,38.239
AMBON2017,ML1.7,BONGO_505UM_MICROSCOPY,2017-08-18T09:22,-164.8769,70.7709,41,61,38,Pisces,larvae,11676,0.01,n/a
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Hippolytidae, ,106777,0.014,0.0118
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Hyperia, ,101796,0.096,0.0183
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Clione limacina, ,139178,0.069,0.0422
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Mitrocomella polydiademata, ,117755,0.84,0.0424
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Hyperiidae, ,101417,0.014,0.097
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Hyperoche medusarum, ,103256,0.041,0.1268
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Calanus glacialis/marshallae, ,104465,0.496,0.1589
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Parasagitta elegans, ,105440,0.716,0.1806
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Mertensia ovum, ,106377,0.028,0.2279
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Melicertum octocostatum, ,117743,0.207,0.3493
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Decapoda,megalopa,1130,0.317,0.3524
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Paguridae,zoea,106738,0.509,0.3653
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Brachyura,zoea,106673,4.076,0.8346
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Euphausiacea,furcilia,1128,6.554,2.4352
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Aglantha digitale, ,117849,0.523,3.029
AMBON2017,ML1.8,BONGO_505UM_MICROSCOPY,2017-08-18T13:03,-165.2675,70.8913,42,62,39,Beroe, ,106331,0.028,19.549
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Eucalanus bungii, ,196775,0.009,0.0003
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Hyperiidae, ,101417,0.046,0.0009
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Euphausiacea,juvenile,1128,0.009,0.0148
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Mitrocomella polydiademata, ,117755,0.147,0.0212
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Clione limacina, ,139178,0.037,0.0214
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Hyperia, ,101796,0.055,0.0257
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Hippolytidae, ,106777,0.055,0.0364
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Cyanea capillata, ,135301,0.009,0.0498
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Calanus glacialis/marshallae, ,104465,0.183,0.0638
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Brachyura,zoea,106673,0.312,0.0672
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Parasagitta elegans, ,105440,0.248,0.103
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Mertensia ovum, ,106377,0.009,0.1056
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Paguridae,zoea,106738,0.339,0.2279
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Euphausiacea,furcilia,1128,1.375,0.2701
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Decapoda,megalopa,1130,0.238,0.2732
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Melicertum octocostatum, ,117743,0.275,0.3517
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Aglantha digitale, ,117849,0.358,2.6139
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Beroe, ,106331,0.018,13.282
AMBON2017,ML1.9,BONGO_505UM_MICROSCOPY,2017-08-18T16:28,-165.6261,71.0228,44,63,41,Pisces,larvae,11676,0.009,n/a
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Centropages abdominalis, ,196774,0.016,0.0003
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Eucalanus bungii, ,196775,0.033,0.0006
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Ostracoda, ,1078,0.016,0.0006
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Cirripedia,cyprid,1082,0.016,0.0013
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Tomopteris, ,129715,0.033,0.0014
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Gammaridae, ,101383,0.131,0.0029
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Hyperia, ,101796,0.066,0.0041
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Cumacea, ,1137,0.016,0.0052
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Hippolytidae, ,106777,0.016,0.013
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Obelia longissima, ,117389,0.016,0.0499
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Parasagitta elegans, ,105440,0.246,0.0569
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Clione limacina, ,139178,0.082,0.0666
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Bolinopsis infundibulum, ,106939,0.016,0.0704
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Calanus glacialis/marshallae, ,104465,0.295,0.0866
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Melicertum octocostatum, ,117743,0.115,0.2031
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Paguridae,zoea,106738,0.41,0.3125
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Euphausiacea,furcilia,1128,2.687,0.5212
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Mertensia ovum, ,106377,0.066,0.5938
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Decapoda,megalopa,1130,0.95,1.2743
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Aglantha digitale, ,117849,0.18,1.2902
AMBON2017,ML1.10,BONGO_505UM_MICROSCOPY,2017-08-18T20:25,-166.0423,71.1387,44,64,41,Brachyura,zoea,106673,5.177,1.4265
